target_id,target_name,similar_id,similar_name,overall_score,contour_score,iou_score,radial_score,geometric_score
2,ivysaur,31,nidoqueen,0.7671663393994516,0.7105771277811848,0.6509712597977962,0.9663501818966236,0.94374073968314
2,ivysaur,23,ekans,0.7644832513859567,0.749906578547531,0.6046687928059811,0.9439164751480282,0.9433668709554429
2,ivysaur,110,weezing,0.7591676712676133,0.7774510451803196,0.6113225499524263,0.9760464937542503,0.695811894589075
2,ivysaur,67,machoke,0.7584667192665812,0.7694549372556011,0.6148706370515011,0.9100356228549864,0.8421642867789308
2,ivysaur,24,arbok,0.7568549719207147,0.7304920973895506,0.629905487374806,0.9414281379183195,0.874008591687888
2,ivysaur,48,venonat,0.7533263138751147,0.7718294053601057,0.5756792928506956,0.9692144669235044,0.7804787049116281
2,ivysaur,40,wigglytuff,0.7525522970739961,0.7337316845739023,0.6194066147859922,0.9581640663632016,0.8160482553599717
2,ivysaur,82,magneton,0.7506388951166093,0.7641881955410218,0.5915445459562205,0.9461177079718602,0.7827671151896238
2,ivysaur,133,eevee,0.7469542865143916,0.7433268794793199,0.5871011457435013,0.9517642844452303,0.8314033411056714
2,ivysaur,93,haunter,0.7453200222874248,0.7930553036238939,0.518879179698836,0.9698645641770948,0.7846123409279747
2,ivysaur,70,weepinbell,0.7448844179782894,0.7306126381669021,0.610325498439391,0.9390331939248399,0.8173507439474329
2,ivysaur,61,poliwhirl,0.7421008428612418,0.6977957873927206,0.6049735514075515,0.9551192413973575,0.9046661420241656
2,ivysaur,43,oddish,0.7407522949039465,0.6845068675101834,0.6480211081794195,0.9242984590049309,0.8768352364506108
2,ivysaur,83,farfetchd,0.7389816245756066,0.7177486246368421,0.58684909506455,0.9526513147330186,0.8529718325490097
2,ivysaur,104,cubone,0.7388025578891574,0.6954635732161881,0.6276044697939704,0.9305437440141329,0.8622703886166437
2,ivysaur,135,jolteon,0.7364986476542206,0.7266631737750542,0.6097168292451937,0.9325229373098072,0.7641374190867928
2,ivysaur,30,nidorina,0.7361004555753595,0.7091557746675344,0.6089891087590121,0.9164389634634392,0.8645362038795421
2,ivysaur,7,squirtle,0.7342067047887143,0.6715278472305936,0.6232102924520082,0.9516218723888331,0.8830810368310776
2,ivysaur,10,caterpie,0.7311215473232805,0.6990766874283695,0.5936245049436397,0.9176153469414009,0.8988045148056056
2,ivysaur,88,grimer,0.7269642208270098,0.7305053628130921,0.553832464726071,0.9621420488063855,0.7618392652267462
2,ivysaur,79,slowpoke,0.7257630275993056,0.676716333233859,0.6001889800980335,0.9343228804779388,0.8815522418076417
2,ivysaur,21,spearow,0.7175493126683409,0.6964283502915664,0.56674013465777,0.947470043114058,0.794619235315717
2,ivysaur,16,pidgey,0.7174669838771308,0.6765921849475119,0.5637468781030903,0.9515780427201439,0.8739043792317016
